1 net profit / total assets,2 total liabilities / total assets,6 retained earnings / total assets,5 [(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,8 book value of equity / total liabilities,9 sales / total assets,10 equity / total assets,12 gross profit / short-term liabilities,13 (gross profit + depreciation) / sales,16 (gross profit + depreciation) / total liabilities,17 total assets / total liabilities,19 gross profit / sales,21 sales (n) / sales (n-1),23 net profit / sales,24 gross profit (in 3 years) / total assets,25 (equity - share capital) / total assets,26 (net profit + depreciation) / total liabilities,27 profit on operating activities / financial expenses,29 logarithm of total assets,34 operating expenses / total liabilities,38 constant capital / total assets,46 (current assets - inventory) / short-term liabilities,51 short-term liabilities / total assets,55 working capital,64 sales / fixed assets,65 Bankrupt
0.052054,0.68017,0.0,-8.904,0.47022,2.461,0.31983,0.1201,0.043011,0.15562,1.4702,0.0291,1.2217,0.021151,0.10276,0.27847,0.12686,3.277,3.9275,3.4566,0.36779,0.91092,0.5963,1767.2,12.628,0
0.20603,0.60369,0.0,26.337,0.65648,3.541,0.39631,0.43771,0.085982,0.50433,1.6565,0.071848,1.201,0.058186,0.44619,0.37432,0.4242,909.59,3.3568,5.4674,0.41299,1.4287,0.58123,764.62,42.903,0
0.096239,0.8561,0.0,-19.736,0.16809,2.6299,0.1439,0.13141,0.049541,0.15219,1.1681,0.036595,0.0,0.036595,0.096239,0.14023,0.15219,20.868,3.4355,2.9792,0.25849,0.82867,0.73236,-54.21,9.1465,0
0.17554,0.59842,0.0,25.465,0.67107,2.6566,0.40158,0.35433,0.085412,0.37918,1.6711,0.079335,1.5518,0.066077,0.17922,0.39845,0.32032,62.141,4.204,4.0855,0.40466,1.2936,0.59482,5758.5,58.768,0
0.10152,0.33594,0.17824,30.245,1.7297,1.0778,0.58107,0.38294,0.10698,0.39398,2.9768,0.068589,1.1047,0.08206,0.18182,0.58107,0.44359,0.77743,5.7615,0.26563,0.69541,1.4303,0.22159,124760.0,2.1999,0
0.065515,0.9878,0.0,-205.38,0.012353,1.42,0.012202,0.064373,0.08316,0.11955,1.0124,0.039964,1.0125,0.046136,0.048133,0.012202,0.12842,6.5729,5.9411,1.1891,0.11842,0.367,0.88158,0.54708,2.7429,0
0.32153,0.22844,0.000503,97.684,3.3776,1.6334,0.77156,3.5008,0.27803,1.9881,4.3776,0.24465,1.1694,0.19685,0.75504,0.76407,1.6462,7.4287,3.8241,5.3383,0.88585,3.8157,0.11415,2662.2,3.3564,0
0.025645,0.38278,-0.10585,-30.7,1.6125,0.76055,0.61722,0.26842,0.13536,0.26896,2.6125,0.036865,1.2802,0.033718,0.057209,0.039411,0.2627,1.9427,3.9384,1.8267,0.89421,0.56271,0.10445,506.91,0.90853,0
0.084221,0.62967,0.0,-25.61,0.58812,1.7508,0.37033,0.20302,0.078076,0.21708,1.5881,0.061026,1.364,0.048106,0.12979,0.18245,0.18116,7.7187,4.6993,2.6127,0.4581,0.78396,0.52627,16.108,3.6982,0
0.046556,0.54251,0.44701,-38.952,0.82916,1.0958,0.44983,0.15304,0.079359,0.14344,1.8433,0.060692,0.84722,0.047479,0.55803,0.44983,0.11956,0.94244,4.3712,0.15545,0.60347,0.77407,0.38886,5994.3,2.7534,0
0.005902,0.88159,-0.02086,-87.995,0.13432,2.0737,0.11841,0.016221,0.00581,0.013666,1.1343,0.00581,0.94628,0.002846,0.11657,0.050751,0.006694,1.1568,3.8738,2.3287,0.25221,0.33383,0.74271,-2825.1,3.2655,0
0.000324,0.62269,-0.001245,-37.592,0.60593,1.4061,0.37731,0.002569,0.046751,0.10557,1.6059,0.000537,1.2491,0.00023,0.017269,-0.000921,0.10487,0.4435,4.4645,2.2465,0.69922,0.53162,0.29405,139.97,2.0054,0
0.061529,0.67372,0.0,-78.542,0.4843,0.80465,0.32628,0.21231,0.16657,0.19895,1.4843,0.092064,1.8409,0.076466,0.12352,0.27967,0.18032,2.9555,4.6103,1.0879,0.62263,0.58887,0.34892,214.81,1.246,0
0.24516,0.76247,0.0,-66.586,0.31152,1.4441,0.23753,0.37329,0.18426,0.34899,1.3115,0.16962,0.0,0.16976,0.24496,0.2164,0.34924,17.693,3.7085,1.5497,0.34377,0.67531,0.65623,517.0,5.9524,0
0.044625,0.94973,0.044625,-209.33,0.005494,1.1709,0.005218,0.13696,0.24556,0.13408,1.0529,0.086052,0.0,0.086052,0.044625,0.005218,0.13408,1.8543,4.527,0.086474,0.62913,0.36327,0.32582,-3748.3,0.66013,0
-0.004329,0.608,-0.000127,-237.82,0.64473,0.66902,0.392,-0.008328,-0.005927,-0.006521,1.6447,-0.006471,0.0,-0.006471,-0.004329,-0.07187,-0.006521,0.0,4.1924,1.0367,0.39851,0.2076,0.51981,880.88,1.5792,0
0.049002,0.62944,0.049002,-192.96,0.5887,1.3102,0.37056,0.10837,0.10866,0.15715,1.5887,0.074096,0.0,0.053829,0.067452,0.37056,0.12784,1.2565,4.2693,0.13869,0.3776,0.47161,0.6224,-3993.0,1.5367,0
0.065257,0.39353,0.0,-6.7769,1.5411,1.2746,0.60647,0.29184,0.089579,0.29014,2.5411,0.062001,1.0406,0.051197,0.16944,0.56641,0.25515,1.7936,4.0966,3.0335,0.71697,1.2149,0.27079,3565.9,2.8724,0
0.045447,0.85316,0.077982,-144.01,0.17211,1.1322,0.14684,0.064171,0.067508,0.089588,1.1721,0.04014,1.1624,0.04014,0.066965,0.12343,0.089588,1.8333,3.7641,1.2423,0.29179,0.43316,0.70821,21.0,3.9289,0
0.14189,0.55805,0.0,-49.794,0.79196,1.1947,0.44195,0.437,0.20354,0.43576,1.792,0.1469,1.5913,0.11876,0.22215,0.14189,0.37551,11.169,5.0279,1.7944,0.5915,0.70505,0.40163,4265.3,2.1397,0
0.021841,0.5323,-0.21522,-63.296,0.87863,0.75354,0.4677,0.093848,0.14252,0.20176,1.8786,0.035879,0.0,0.028985,0.027036,-0.044212,0.192,2.1188,5.5171,1.3316,0.70503,0.61878,0.28809,-40.0,1.0583,0
0.17263,0.54182,0.0,-3.3263,0.84563,1.5739,0.45818,0.46899,0.16717,0.4856,1.8456,0.13831,1.2924,0.10968,0.29863,0.17263,0.40244,16.443,3.8056,2.5017,0.53585,0.98071,0.46415,460.77,3.3938,0
0.002797,0.94112,-0.14125,-76.55,0.062565,3.4917,0.058881,0.01975,0.051938,0.1927,1.0626,0.005003,0.0,0.000801,0.017468,-0.063711,0.17711,1.228,4.6309,3.6073,0.062952,0.22338,0.88449,-21009.0,5.7521,0
-0.004648,0.96017,-0.004648,2.6348,0.028924,1.0193,0.027772,0.009615,0.007481,0.020172,1.0415,0.003532,0.0,-0.001795,0.009145,0.027772,0.005807,0.19906,4.3216,0.052662,0.03688,1.0207,0.95106,419.05,89.438,0
0.079852,0.30218,0.14393,-29.302,2.2776,1.1832,0.68825,0.74227,0.2234,0.50949,3.3092,0.14056,1.1919,0.11587,0.17664,0.68825,0.45317,2.0409,4.101,0.39339,0.85993,0.69354,0.1305,-410.14,0.76404,0
0.056362,0.76127,0.0,39.0,0.31359,1.0787,0.23873,0.35859,0.081017,0.1148,1.3136,0.065371,0.0,0.052249,0.070516,0.20994,0.096207,6.0739,3.6547,1.3147,0.80251,1.5738,0.19665,900.79,1.7863,0
0.10208,0.69849,0.18068,-48.65,0.39822,1.0661,0.27815,0.24144,0.16474,0.39285,1.4317,0.08476,1.2446,0.061284,0.24407,0.27815,0.33686,1.0017,4.3954,0.22408,0.39187,0.67171,0.58477,-2184.1,3.3108,0
0.16751,0.16709,0.0,102.56,4.9847,1.2337,0.83291,1.2588,0.17053,1.2591,5.9847,0.16727,1.062,0.13578,0.4458,0.82576,1.0266,30.062,3.9239,6.2395,0.83607,2.8203,0.16393,5698.4,7.8515,0
0.047104,0.68141,0.0,-15.505,0.46754,4.2978,0.31859,0.088996,0.018667,0.11774,1.4675,0.013898,0.0,0.01096,0.059731,0.20117,0.099206,7.58,3.7754,6.1997,0.32884,0.75939,0.67116,445.51,16.913,0
0.003112,0.5815,0.0,-64.33,0.71968,1.7541,0.4185,0.006875,0.056643,0.17087,1.7197,0.001774,0.94936,0.001774,0.040843,0.033071,0.17087,0.0,3.3635,2.2058,0.54616,0.53908,0.4527,-292.26,2.6031,0
-0.01098,0.82691,0.0,-13.168,0.20932,1.9242,0.17309,-0.020765,0.050682,0.11794,1.2093,-0.005706,1.1202,-0.005706,0.022626,0.043918,0.11794,0.77778,3.667,2.3093,0.47126,0.88029,0.52874,48.0,4.1747,0
0.051674,0.31059,0.13801,40.939,2.1295,1.039,0.66142,0.21355,0.052568,0.34926,3.2197,0.032102,1.0561,0.025041,0.18068,0.66142,0.30235,0.38039,5.278,0.24323,0.66181,1.7197,0.31021,56079.0,5.236,0
0.001613,0.6318,0.0,-36.295,0.58279,1.8733,0.3682,0.010271,0.01035,0.030689,1.5828,0.001961,0.94331,0.000861,0.1434,0.3478,0.027429,0.76625,3.4064,2.9255,0.64235,0.4834,0.35765,-254.02,2.5246,0
0.035936,0.40327,0.055958,5.2282,1.4388,1.0349,0.58023,0.18625,0.08788,0.29434,2.4797,0.03544,1.2778,0.026606,0.075143,0.58023,0.26475,0.45533,5.0684,0.14736,0.72648,1.0791,0.25701,10704.0,2.073,0
0.075121,0.35539,0.22834,23.943,1.8047,1.1008,0.64138,0.97249,0.12966,0.5001,2.8138,0.069794,1.0279,0.054802,0.28685,0.64138,0.44228,1.0228,4.5153,0.35837,0.89839,1.8447,0.098379,7059.7,1.9979,0
-0.075449,0.76483,-0.075449,-30.745,0.30747,0.96436,0.23517,-0.23654,-0.02785,-0.06458,1.3075,-0.046807,0.0,-0.042542,-0.083012,0.23517,-0.054691,-0.34647,4.7487,-0.08331,0.64905,0.56273,0.35095,-856.65,2.6696,0
0.064714,0.52557,0.0,-11.824,0.90268,1.9595,0.47443,0.17954,0.18317,0.68294,1.9027,0.033025,1.0901,0.033025,0.082315,0.43061,0.68294,0.0,4.0395,2.5255,0.59361,0.9175,0.36045,2221.4,4.487,0
0.001059,0.64279,-0.013957,-81.931,0.55572,1.3593,0.35721,0.001839,0.04448,0.094064,1.5557,0.000779,1.1735,0.000779,-0.012898,-0.00026,0.094064,1.1108,3.7478,2.1846,0.37368,0.50005,0.57604,-1044.1,2.2263,0
0.061571,0.6036,0.048201,-57.474,0.65674,1.0925,0.3964,0.23574,0.1393,0.25212,1.6567,0.077989,1.0612,0.05636,0.12799,0.24238,0.21298,6.8813,4.52,1.6623,0.54701,0.59781,0.36141,-1660.4,1.5862,0
0.015141,0.90755,0.004295,-104.31,0.04171,1.0241,0.037853,0.031908,0.058973,0.10072,1.1019,0.015728,1.3417,0.009768,0.015427,0.037853,0.090543,0.28733,4.3738,0.047921,0.18133,0.45546,0.76407,-7801.4,2.7396,0
0.058907,0.24872,0.0,28.471,3.0207,0.74342,0.75128,0.45038,0.083258,0.24886,4.0207,0.079238,1.1039,0.079238,0.12611,0.45755,0.24886,0.0,3.8678,1.7454,0.86752,1.3543,0.1308,397.34,0.9118,0
-0.054089,1.0758,0.06887,-95.978,-0.093758,0.9686,-0.10087,-0.046456,0.025662,0.06759,0.92951,-0.017533,0.7704,-0.019089,0.060734,-0.10087,0.063493,-0.18056,4.2767,-0.049097,-0.094444,0.30287,1.0694,-10217.0,6.0183,0
0.15217,0.7357,0.0,13.471,0.35925,2.349,0.2643,0.28106,0.08872,0.28327,1.3592,0.079655,0.0,0.064784,0.18711,0.25752,0.23579,11.77,3.8675,2.9243,0.33429,1.1334,0.66571,1584.8,19.691,0
0.029862,0.64048,0.12879,-69.015,0.56077,1.0322,0.35916,0.071386,0.068136,0.163,1.5613,0.024956,1.0701,0.019489,0.16268,0.35916,0.14992,0.36386,4.7206,0.084326,0.46399,0.50017,0.53565,-9591.8,2.3687,0
0.070974,0.62314,0.0,-41.4,0.60478,1.748,0.37686,0.16452,0.11361,0.3187,1.6048,0.053857,0.98557,0.040602,0.095064,0.22411,0.28152,3.668,4.5877,2.5559,0.41196,0.72232,0.57223,2439.1,4.7925,0
0.023212,0.94353,0.0,5.15,0.059853,2.2222,0.056473,0.031812,0.018411,0.043361,1.0599,0.013305,0.93592,0.010446,0.06168,0.053019,0.036627,6.5504,4.1608,2.3211,0.064587,1.0374,0.92938,601.2,76.355,0
-0.17176,0.23457,-0.68786,111.01,3.2631,0.95189,0.76543,-0.73791,-0.093789,-0.38059,4.2631,-0.16326,0.98687,-0.18044,-0.48716,0.2169,-0.45032,-10.141,4.5877,3.842,0.77005,2.1023,0.21059,2.7548,2.2672,0
0.063646,0.64592,0.19176,-91.05,0.54527,1.0823,0.3522,0.24941,0.17056,0.15435,1.5482,0.11034,1.2323,0.10888,0.19409,0.3522,0.15304,0.8303,5.8496,0.069426,0.73953,0.50737,0.2586,-44626.0,0.72661,0
-0.017341,1.1146,-0.2897,-73.676,-0.15814,1.0535,-0.17625,-0.021011,0.022498,0.036411,0.89721,-0.009519,1.2857,-0.009613,-0.25812,-0.17625,0.036258,0.19439,4.4739,0.029863,0.12109,0.59536,0.81722,-7530.6,4.1403,0
-0.076991,0.82241,-0.007147,-63.381,0.21593,0.39781,0.17759,-0.43441,-0.14012,-0.06778,1.2159,-0.19354,1.1565,-0.19354,-0.082933,-0.073687,-0.06778,-4.7991,4.4691,0.58915,0.82277,0.54613,0.17723,-517.26,0.4734,0
0.10675,0.62219,0.0,-1.3784,0.60724,1.4663,0.37781,0.28143,0.11536,0.27189,1.6072,0.087604,1.1197,0.072802,0.23075,0.34578,0.237,6.224,4.4943,2.1682,0.45026,0.99061,0.45644,4660.3,3.7192,0
0.07437,0.89187,0.0,-51.206,0.12125,1.8278,0.10813,0.11353,0.053227,0.10908,1.1212,0.048788,0.0,0.040689,0.089172,0.07437,0.092484,4.9406,3.4258,1.9408,0.21451,0.68843,0.78549,41.136,9.181,0
0.06194,0.52537,0.0,-25.911,0.90341,2.1713,0.47463,0.18638,0.053689,0.2219,1.9034,0.040615,0.96831,0.028526,0.24746,0.36237,0.17193,3.1436,3.6487,3.8644,0.52683,0.70592,0.47317,698.82,5.8696,0
0.049857,0.70244,0.0,-16.815,0.42362,2.3287,0.29756,0.12511,0.050602,0.16776,1.4236,0.028046,1.3583,0.02141,0.083012,0.23951,0.14576,2.5344,3.4122,3.3215,0.4548,0.80825,0.52201,45.48,5.0583,0
0.072745,0.35386,0.32087,7.0558,1.7931,0.99961,0.6345,0.28274,0.072866,0.41322,2.826,0.045339,1.0764,0.03625,0.40477,0.6345,0.36168,0.48384,4.0489,0.27449,0.66657,1.1267,0.32179,2349.2,4.2851,0
0.14485,0.90343,0.0,-36.342,0.10689,2.5575,0.096565,0.20166,0.064422,0.18237,1.1069,0.056637,0.0,0.056637,0.14485,0.087606,0.18237,5.5469,3.303,2.6909,0.28173,0.66667,0.71827,-322.0,5.786,0
0.095311,0.4816,0.0,-31.98,1.0764,1.2192,0.5184,0.34632,0.17869,0.45233,2.0764,0.093902,1.1948,0.078178,0.23296,0.49675,0.41253,7.9142,4.6189,2.3311,0.60738,0.76119,0.33056,2063.5,1.967,0
0.058179,0.7563,0.058179,-131.51,0.18781,1.116,0.14204,0.11375,0.16094,0.20097,1.3222,0.090573,0.0,0.061603,0.085539,0.14204,0.1648,1.2036,5.3886,0.13467,0.14637,0.78587,0.75197,-36634.0,2.3744,0
0.2336,0.59851,0.0,-36.313,0.67082,1.0147,0.40149,0.52103,0.28681,0.48626,1.6708,0.23021,1.7062,0.23021,-0.22507,0.25802,0.48626,12.208,4.2916,1.1834,0.55166,0.93949,0.44834,1.1125,2.0245,0
0.010467,0.95238,0.0,-36.422,0.050003,3.2152,0.047622,0.011294,0.020099,0.067852,1.05,0.003255,1.0589,0.003255,0.096533,0.047041,0.067852,1.3697,3.2361,3.2489,0.073296,0.67327,0.9267,-228.57,15.607,0
0.049455,0.51717,0.17212,-4.0703,0.76301,1.0426,0.39461,0.19445,0.12146,0.27145,1.9336,0.051111,0.99747,0.042789,0.21212,0.39461,0.25285,0.67663,4.6661,0.14503,0.60798,0.96326,0.3038,7686.2,2.1791,0
0.014654,0.89772,0.0,93.756,0.11393,1.9053,0.10228,0.018792,0.57586,1.2222,1.1139,0.007691,1.3632,0.007691,0.020576,0.083188,1.2222,0.0,4.4974,0.3473,0.14768,0.74566,0.7798,865.78,9.8891,0
0.030862,0.71597,0.0,-36.245,0.39671,3.0189,0.28403,0.05904,0.027371,0.11541,1.3967,0.013892,0.80244,0.010223,0.0794,0.16144,0.099942,2.2094,4.0499,4.0841,0.2859,0.59919,0.71035,1021.5,15.203,0
0.24671,0.51674,0.45119,0.81355,0.86959,1.2505,0.44935,0.97145,0.2164,0.57846,1.9352,0.17861,1.2012,0.17861,0.45119,0.44935,0.57846,2.5036,4.41,0.5352,0.71213,1.0436,0.25396,2940.4,2.1868,0
0.17769,0.48232,0.0,5.3156,1.0733,2.7535,0.51768,0.49151,0.085846,0.49009,2.0733,0.080209,1.1122,0.064531,0.43768,0.51033,0.40058,11.251,3.8536,5.253,0.55065,1.085,0.44935,2858.9,18.339,0
0.15515,0.52502,0.0,160.04,0.90468,1.0382,0.47498,0.38378,0.20413,0.40366,1.9047,0.18785,1.1269,0.14944,0.34118,0.43764,0.32772,136.67,4.3674,1.5974,0.48416,1.7377,0.50815,10275.0,20.414,0
0.040174,0.64657,0.0,-21.016,0.54663,1.5862,0.35343,0.11208,0.054174,0.13291,1.5466,0.03128,1.2854,0.025327,0.13002,0.28379,0.1183,5.8809,3.9353,2.4121,0.5265,0.80316,0.44269,-345.22,2.6553,0
0.46364,0.48647,0.0,16.305,1.0556,2.5462,0.51353,2.442,0.23089,1.2085,2.0556,0.22629,1.2664,0.18209,0.59638,0.49629,0.97712,10.135,3.7634,5.2963,0.76405,1.7184,0.23595,2547.4,7.8377,0
-0.02552,0.69295,0.0,-180.15,0.44311,0.60469,0.30705,-0.096273,0.13113,0.11443,1.4431,-0.051458,0.0,-0.042203,-0.031116,0.12327,0.1225,-1.1075,5.9232,0.91226,0.62036,0.20204,0.3232,-137600.0,0.71901,0
-0.060149,0.90423,-0.34252,61.492,0.10591,1.1088,0.095767,-0.3897,0.028426,0.034857,1.1059,-0.054246,1.037,-0.054246,-0.14412,-0.064138,0.034857,0.0,5.3881,0.88088,0.76754,1.8192,0.15434,60064.0,1.8483,0
0.070005,0.67003,0.091095,37.732,0.46483,1.1247,0.31145,0.79051,0.12615,0.2138,1.4925,0.080753,1.2924,0.061646,0.1225,0.31145,0.18141,1.249,5.0411,0.18822,0.86547,1.8774,0.11601,21497.0,1.6495,0
0.11599,0.14382,0.36862,29.113,5.9533,1.1935,0.85618,1.1024,0.21318,1.4174,6.9533,0.15133,0.92169,0.1213,0.45564,0.85618,1.2177,1.8769,5.0188,1.0456,0.86873,1.4903,0.13127,18910.0,1.3906,0
-0.023068,1.3535,-0.22134,-271.53,-0.26118,1.0289,-0.3535,-0.008202,0.025709,0.025322,0.73882,-0.008144,1.0846,-0.017304,-0.19757,-0.3535,0.016301,0.29746,4.7673,0.028475,-0.32368,0.28743,1.3237,-51097.0,2.4261,0
0.003791,0.63892,0.13584,-16.285,0.56515,1.0589,0.36108,0.01431,0.042952,0.10383,1.5651,0.005576,1.1546,0.002454,0.17388,0.36108,0.096287,0.12454,5.0275,0.028434,0.39813,0.90004,0.60187,2709.0,4.1442,0
-0.010893,0.71614,0.089213,-197.58,0.39638,0.98757,0.28386,-0.020502,0.044514,0.05722,1.3964,-0.015461,1.084,-0.011833,0.11351,0.28386,0.061884,-0.22147,5.0711,-0.028827,0.30577,0.30674,0.69423,-48295.0,1.2861,0
0.17888,0.2893,0.0,-12.757,2.4566,1.0947,0.7107,0.96814,0.27074,1.0245,3.4566,0.20155,1.0461,0.1634,0.58348,0.46845,0.8801,41.942,6.1391,2.4766,0.7721,1.1453,0.2279,1.5575,1.6972,0
0.052988,0.42012,0.24719,12.525,1.3458,1.03,0.56541,0.21957,0.072238,0.40034,2.3803,0.029367,1.0947,0.022759,0.30903,0.56541,0.36371,0.34042,4.3251,0.18316,0.67413,1.2649,0.3114,6534.2,6.1349,0
0.034541,0.84967,0.0,-38.284,0.17692,1.9558,0.15033,0.053131,0.039349,0.090578,1.1769,0.01766,1.4666,0.01766,0.04019,0.034541,0.090578,2.2827,4.4765,2.2421,0.34988,0.69649,0.65012,-2688.1,4.4491,0
0.085297,0.53764,0.19509,-49.431,0.81771,1.1505,0.43963,0.52496,0.19048,0.30759,1.86,0.1221,1.4238,0.098246,0.25235,0.43963,0.26907,1.5125,4.8139,0.2123,0.77533,0.70067,0.20194,-41.82,1.087,0
0.17625,0.49128,0.0,20.726,1.0355,2.5621,0.50872,0.47615,0.099863,0.5208,2.0355,0.085992,0.0,0.068792,0.22032,0.4986,0.4311,23.117,3.6937,4.7589,0.53729,1.2943,0.46271,984.11,7.5788,0
0.046273,0.41843,0.28419,-83.515,1.3899,0.80702,0.58157,0.28112,0.14496,0.27958,2.3899,0.073201,1.1129,0.057338,0.078627,0.53423,0.24899,2.4366,5.0237,1.5164,0.78986,0.41265,0.21014,0.8559,0.984,0
0.065703,0.71355,0.19994,-32.345,0.30861,1.0214,0.22021,0.18587,0.096887,0.18957,1.4014,0.047061,1.2774,0.047061,0.19994,0.22021,0.18957,0.53734,4.4788,0.10294,0.58027,0.71645,0.35349,1743.6,2.3719,0
0.11383,0.53811,0.367,-29.605,0.85836,1.5058,0.46189,0.25824,0.12178,0.34077,1.8584,0.075594,1.122,0.075594,0.25065,0.45054,0.34077,12.915,3.9001,2.524,0.52735,0.76799,0.44077,661.87,3.1639,0
0.010189,0.81328,0.008825,-21.42,0.20435,1.0687,0.1662,-0.030413,0.0661,0.091825,1.2296,-0.010688,1.191,0.009018,-0.013439,0.1662,0.1192,0.16319,5.0051,0.021213,0.58245,0.86697,0.39703,4626.4,2.0275,0
0.11303,0.35592,0.0,-14.41,1.8096,0.94164,0.64408,0.44156,0.12567,0.33248,2.8096,0.12003,0.95988,0.12003,0.26828,0.38427,0.33248,0.0,4.7021,1.8601,0.658,0.90178,0.25598,2953.8,1.3739,0
0.00377,0.7183,0.12679,-27.69,0.36867,1.0083,0.26481,0.011879,0.032348,0.13046,1.3922,0.002749,1.0955,0.001301,0.17748,0.26481,0.12462,0.10906,4.2462,0.043621,0.31281,0.72645,0.67031,-1018.3,7.4769,0
0.004014,0.86203,0.0,-91.558,0.16005,1.312,0.13797,0.009035,0.01257,0.019131,1.16,0.004742,0.0,0.003059,0.006222,0.023495,0.01657,13.023,3.5892,1.5276,0.31134,0.51768,0.68866,-492.12,2.995,0
0.10455,0.63144,0.0,-14.415,0.58368,2.1906,0.36856,0.23974,0.087076,0.30208,1.5837,0.060474,1.08,0.047729,0.25621,0.29361,0.25786,6.656,3.7273,3.2493,0.42571,0.89624,0.55256,1416.0,12.028,0
0.000209,0.59023,0.08098,-32.68,0.5745,0.97386,0.33909,0.006232,0.049573,0.091029,1.6943,0.002571,1.0046,0.000193,0.098335,0.33909,0.086662,0.15671,4.1333,0.029548,0.48216,0.79039,0.44716,3705.6,3.8676,0
0.032807,0.53014,-0.93647,41.798,0.8863,2.2132,0.46986,0.064268,0.020167,0.084192,1.8863,0.014823,1.1845,0.014823,0.016346,0.21795,0.084192,17.439,4.6818,4.1173,0.47399,1.4988,0.51048,22041.0,71.638,0
0.12277,0.82146,0.0,11.954,0.21734,2.0104,0.17854,0.29107,0.10518,0.2574,1.2173,0.061066,1.0505,0.061066,0.29321,0.13392,0.2574,0.0,4.6515,1.7387,0.57201,1.1181,0.42178,13637.0,7.3369,0
-0.003644,0.58781,0.12412,-62.552,0.59795,0.99525,0.35148,-0.015869,0.043,0.091858,1.7012,-0.005418,1.2265,-0.002902,0.15018,0.35148,0.097235,-0.050167,4.3384,-0.010768,0.51052,0.52119,0.42876,-274.43,2.1508,0
-0.054089,1.0758,-0.072483,-95.978,-0.093758,0.9686,-0.10087,-0.046456,0.025662,0.06759,0.92951,-0.017533,0.7704,-0.019089,-0.090345,-0.10087,0.063493,-0.18056,4.2767,-0.049097,-0.094444,0.30287,1.0694,-10217.0,6.0183,0
0.059851,0.63682,0.0,16.528,0.5703,2.4618,0.36318,0.16686,0.042346,0.1637,1.5703,0.031121,0.92429,0.024312,0.13172,0.2867,0.13738,1.1362,4.1694,3.82,0.53496,1.2478,0.45914,3713.2,8.5054,0
0.073061,0.52913,0.0,35.65,0.88991,1.8129,0.47087,0.2712,0.058883,0.20175,1.8899,0.040301,1.2089,0.040301,0.14649,0.073061,0.20175,9.7606,3.6084,3.4127,0.47761,1.6689,0.2694,981.84,3.7098,0
0.021244,0.6704,0.0,-24.918,0.49164,1.0094,0.3296,0.051599,0.050267,0.075685,1.4916,0.021214,1.2618,0.021046,0.026561,0.24493,0.075432,0.0,3.7713,1.2104,0.41864,0.89032,0.41499,89.595,1.7714,0
-0.031639,0.80083,0.002836,-22.198,0.24871,1.1308,0.19917,-0.069313,0.011473,0.0162,1.2487,-0.034504,1.2005,-0.02798,0.011252,0.11589,0.025411,0.38515,5.2163,1.3856,0.4056,0.89193,0.5629,2516.3,2.6808,0
0.10956,0.65027,0.0,-16.156,0.53782,2.5581,0.34973,0.21347,0.06759,0.26589,1.5378,0.042829,1.2729,0.042829,0.2106,0.066804,0.26589,6.3525,3.8541,3.7863,0.43811,0.80211,0.51324,352.42,5.8478,0
-0.00093,0.36873,0.003999,19.886,1.712,0.87226,0.63127,0.001474,0.032366,0.076566,2.712,0.000296,1.073,-0.001066,0.029845,0.61152,0.073344,0.42884,4.4203,2.3468,0.82124,1.3397,0.17541,7436.1,1.6091,0
-0.012735,0.30315,-0.002367,39.062,2.2987,0.94893,0.69685,-0.10893,0.093767,0.29351,3.2987,-0.021462,1.0252,-0.01342,-0.012194,0.386,0.31868,0.046108,4.3538,3.1631,0.74031,1.5243,0.18696,6202.8,1.7625,0
-0.075542,0.67733,0.0,-33.322,0.47638,0.60759,0.32267,-0.26222,-0.03779,-0.033898,1.4764,-0.12392,0.0,-0.12433,-0.075294,0.14158,-0.034265,-3.0312,4.299,1.0049,0.51529,0.80087,0.28714,120.36,0.85962,0
0.066774,0.57516,0.082679,-41.569,0.72463,1.0594,0.41678,0.24765,0.10824,0.20311,1.7386,0.077563,1.3415,0.061871,0.10236,0.41678,0.17367,0.89186,4.9607,0.15798,0.65392,0.77822,0.33802,-501.89,1.6169,0
0.066774,0.57516,0.10558,-29.758,0.72463,1.0594,0.41678,0.24765,0.10824,0.20311,1.7386,0.077563,1.3415,0.061871,0.12527,0.41678,0.17367,0.89186,4.9607,0.15798,0.65392,0.77822,0.33802,-501.89,1.6169,0
0.018146,0.84725,0.0,-68.389,0.18029,1.6646,0.15275,0.027901,0.03223,0.063323,1.1803,0.013832,1.306,0.010901,0.041616,0.1205,0.057565,1.4484,3.5707,1.9182,0.1741,0.65119,0.82525,-208.93,7.2092,0
0.27199,0.37851,0.0,-2.9136,1.6419,2.2774,0.62149,0.9402,0.12087,0.72723,2.6419,0.11943,1.1451,0.11943,0.43229,0.27199,0.72723,0.0,3.354,5.4525,0.71071,1.3884,0.28929,430.87,4.3795,0
0.083071,0.80332,0.0,-43.804,0.24427,3.1437,0.19623,0.10775,0.050564,0.19788,1.2448,0.026425,0.0,0.026425,0.083071,0.083071,0.19788,3.7385,3.3477,3.7742,0.22721,0.54222,0.77099,-151.0,10.592,0
0.027329,0.82487,0.0,-81.164,0.21232,1.4889,0.17513,0.059405,0.093727,0.16918,1.2123,0.018356,1.159,0.018356,0.18291,0.14492,0.16918,0.0,3.5451,1.4773,0.50371,0.46511,0.46005,-636.62,2.0639,0
